Wall time,Step,Value
1742501411.0964258,1,0.46854305267333984
1742501416.8534403,2,0.47350993752479553
1742501422.6021688,3,0.4773178696632385
1742501428.3157299,4,0.48394039273262024
1742501434.0253043,5,0.4900662302970886
1742501439.7388859,6,0.49172186851501465
1742501445.4424982,7,0.500165581703186
1742501451.2081008,8,0.50149005651474
1742501456.9491146,9,0.5228476524353027
1742501462.684677,10,0.5498344302177429
1742501468.4062514,11,0.5746688842773438
1742501474.1485808,12,0.6064569354057312
1742501479.9140897,13,0.6228476762771606
1742501485.650207,14,0.6415562629699707
1742501491.4238296,15,0.6544702053070068
1742501497.1811311,16,0.6701986789703369
1742501502.9423554,17,0.6839404106140137
1742501508.7041886,18,0.6915562748908997
1742501514.4801912,19,0.7016556262969971
1742501520.2446792,20,0.7100993394851685
1742501526.0375228,21,0.7129139304161072
1742501531.8604264,22,0.7208608984947205
1742501537.7474456,23,0.7261589169502258
1742501543.5263526,24,0.7331125736236572
1742501549.3297496,25,0.7355960011482239
1742501555.105257,26,0.7377483248710632
1742501560.88458,27,0.7403973340988159
1742501566.6589088,28,0.745198667049408
1742501572.4507868,29,0.746688723564148
1742501578.2569208,30,0.748675525188446
1742501584.102637,31,0.7461920380592346
1742501589.889982,32,0.7518212199211121
1742501595.6392648,33,0.7536423802375793
1742501601.4289072,34,0.7538079619407654
1742501607.1986349,35,0.7549669146537781
1742501613.0199842,36,0.7538079619407654
1742501618.822993,37,0.7584437131881714
1742501624.6248484,38,0.7543046474456787
1742501630.4172318,39,0.7620860934257507
1742501636.2551363,40,0.7614238262176514
1742501642.0278091,41,0.7632450461387634
1742501647.823997,42,0.762417197227478
1742501653.621434,43,0.7677152156829834
1742501659.4424653,44,0.7725165486335754
1742501665.1986248,45,0.7713575959205627
1742501671.008257,46,0.7675496935844421
1742501676.8483815,47,0.7710264921188354
1742501682.6152027,48,0.7749999761581421
1742501688.443673,49,0.7746688723564148
1742501694.298214,50,0.7761589288711548
1742501700.089992,51,0.7771522998809814
1742501705.893999,52,0.7751655578613281
1742501711.644623,53,0.7784768342971802
1742501717.467422,54,0.7804635763168335
1742501723.261399,55,0.7821192145347595
