(Train)    Epoch: 1, nDCG@K: 0.2518, HR@K: 0.4685, Loss: 1.0420
(Train)    Epoch: 2, nDCG@K: 0.2618, HR@K: 0.4735, Loss: 0.9995
(Train)    Epoch: 3, nDCG@K: 0.2669, HR@K: 0.4773, Loss: 0.9658
(Train)    Epoch: 4, nDCG@K: 0.2686, HR@K: 0.4839, Loss: 0.9568
(Train)    Epoch: 5, nDCG@K: 0.2732, HR@K: 0.4901, Loss: 0.9120
(Train)    Epoch: 6, nDCG@K: 0.2770, HR@K: 0.4917, Loss: 0.9174
(Train)    Epoch: 7, nDCG@K: 0.2781, HR@K: 0.5002, Loss: 0.9208
(Train)    Epoch: 8, nDCG@K: 0.2821, HR@K: 0.5015, Loss: 0.8905
(Train)    Epoch: 9, nDCG@K: 0.2961, HR@K: 0.5228, Loss: 0.8384
(Train)    Epoch: 10, nDCG@K: 0.3164, HR@K: 0.5498, Loss: 0.7841
(Train)    Epoch: 11, nDCG@K: 0.3385, HR@K: 0.5747, Loss: 0.7901
(Train)    Epoch: 12, nDCG@K: 0.3577, HR@K: 0.6065, Loss: 0.7594
(Train)    Epoch: 13, nDCG@K: 0.3703, HR@K: 0.6228, Loss: 0.7386
(Train)    Epoch: 14, nDCG@K: 0.3858, HR@K: 0.6416, Loss: 0.7294
(Train)    Epoch: 15, nDCG@K: 0.3935, HR@K: 0.6545, Loss: 0.6880
(Train)    Epoch: 16, nDCG@K: 0.4123, HR@K: 0.6702, Loss: 0.6723
(Train)    Epoch: 17, nDCG@K: 0.4249, HR@K: 0.6839, Loss: 0.6371
(Train)    Epoch: 18, nDCG@K: 0.4324, HR@K: 0.6916, Loss: 0.6030
(Train)    Epoch: 19, nDCG@K: 0.4400, HR@K: 0.7017, Loss: 0.6314
(Train)    Epoch: 20, nDCG@K: 0.4514, HR@K: 0.7101, Loss: 0.5905
(Train)    Epoch: 21, nDCG@K: 0.4544, HR@K: 0.7129, Loss: 0.6128
(Train)    Epoch: 22, nDCG@K: 0.4607, HR@K: 0.7209, Loss: 0.5918
(Train)    Epoch: 23, nDCG@K: 0.4664, HR@K: 0.7262, Loss: 0.5951
(Train)    Epoch: 24, nDCG@K: 0.4681, HR@K: 0.7331, Loss: 0.5702
(Train)    Epoch: 25, nDCG@K: 0.4735, HR@K: 0.7356, Loss: 0.5633
(Train)    Epoch: 26, nDCG@K: 0.4802, HR@K: 0.7377, Loss: 0.5669
(Train)    Epoch: 27, nDCG@K: 0.4799, HR@K: 0.7404, Loss: 0.5106
(Train)    Epoch: 28, nDCG@K: 0.4865, HR@K: 0.7452, Loss: 0.5457
(Train)    Epoch: 29, nDCG@K: 0.4903, HR@K: 0.7467, Loss: 0.5382
(Train)    Epoch: 30, nDCG@K: 0.4916, HR@K: 0.7487, Loss: 0.4973
(Train)    Epoch: 31, nDCG@K: 0.4944, HR@K: 0.7462, Loss: 0.5229
(Train)    Epoch: 32, nDCG@K: 0.5007, HR@K: 0.7518, Loss: 0.5099
(Train)    Epoch: 33, nDCG@K: 0.4958, HR@K: 0.7536, Loss: 0.4911
(Train)    Epoch: 34, nDCG@K: 0.4972, HR@K: 0.7538, Loss: 0.5228
(Train)    Epoch: 35, nDCG@K: 0.5040, HR@K: 0.7550, Loss: 0.5063
(Train)    Epoch: 36, nDCG@K: 0.5012, HR@K: 0.7538, Loss: 0.4980
(Train)    Epoch: 37, nDCG@K: 0.5048, HR@K: 0.7584, Loss: 0.4492
(Train)    Epoch: 38, nDCG@K: 0.5082, HR@K: 0.7543, Loss: 0.4897
